name,alt_name,objectid,id,status,type,trauma,owner,ttl_staff,population,beds,helipad,naics_code,naics_desc
MEDICAL/DENTAL FACILITY AT PARCHMAN,NOT AVAILABLE,3012,10738738,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,GOVERNMENT - STATE,-999,56,56,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MERIT HEALTH BILOXI,BILOXI REGIONAL MEDICAL CENTER,3013,439530,OPEN,GENERAL ACUTE CARE,LEVEL III,PROPRIETARY,-999,198,198,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
GENERATIONS BEHAVIORAL HEALTH-YOUNGSTOWN LLC,NOT AVAILABLE,3014,190744504,OPEN,PSYCHIATRIC,NOT AVAILABLE,NOT AVAILABLE,-999,76,76,N,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
VIDANT BERTIE HOSPITAL,BERTIE MEMORIAL HOSPITAL,3015,3227983,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,6,6,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
NOVANT HEALTH THOMASVILLE MEDICAL CENTER,THOMASVILLE MEDICAL CENTER,3016,10927360,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,149,149,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
VIDANT CHOWAN HOSPITAL,CHOWAN HOSPITAL,3017,5427932,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,89,89,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
DUKE REGIONAL HOSPITAL,NOT AVAILABLE,3018,6427704,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,369,369,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
CAROLINAS REHABILITATION - MOUNT HOLLY,NOT AVAILABLE,3019,4828012,OPEN,REHABILITATION,NOT AVAILABLE,GOVERNMENT - LOCAL,-999,40,40,N,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
CAROLINAS MEDICAL CENTER,NOT AVAILABLE,3020,4628232,OPEN,GENERAL ACUTE CARE,LEVEL I,GOVERNMENT - DISTRICT/AUTHORITY,-999,1023,1023,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
KINDRED HOSPITAL - GREENSBORO,NOT AVAILABLE,3021,8627406,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,124,124,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
WILSON MEDICAL CENTER,NOT AVAILABLE,3022,11927893,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,317,317,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
YADKIN VALLEY COMMUNITY HOSPITAL,NOT AVAILABLE,3023,8127055,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,22,22,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
"TRANSYLVANIA COMMUNITY HOSPITAL, INC. AND BRIDGEWAY",NOT AVAILABLE,3024,11028712,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,94,94,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SWAIN COMMUNITY HOSPITAL,NOT AVAILABLE,3025,10628713,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,48,48,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
LIFEBRITE COMMUNITY HOSPITAL OF STOKES,PIONEER COMMUNITY HOSPITAL OF STOKES,3026,10527016,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,93,93,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
BRUNSWICK COMMUNITY HOSPITAL,NOT AVAILABLE,3027,3728462,CLOSED,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,60,60,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
COLUMBUS REGIONAL HEALTHCARE SYSTEM,NOT AVAILABLE,3028,5628472,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999,154,154,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SAKAKAWEA MEDICAL CENTER - CAH,NOT AVAILABLE,3029,2058545,OPEN,CRITICAL ACCESS,NOT AVAILABLE,NON-PROFIT,-999,13,13,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
COOPERSTOWN MEDICAL CENTER,NOT AVAILABLE,3030,1658425,OPEN,CRITICAL ACCESS,NOT AVAILABLE,NON-PROFIT,-999,18,18,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MERCY HOSPITAL OF VALLEY CITY,NOT AVAILABLE,3031,3358072,OPEN,CRITICAL ACCESS,NOT AVAILABLE,NON-PROFIT,-999,25,25,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SANFORD BISMARCK,NOT AVAILABLE,3032,458506,OPEN,GENERAL ACUTE CARE,LEVEL II,NON-PROFIT,-999,223,223,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ESSENTIA HEALTH-FARGO,NOT AVAILABLE,3033,958104,OPEN,GENERAL ACUTE CARE,LEVEL II,PROPRIETARY,-999,133,133,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MERCY HOSPITAL OF DEVIL'S LAKE,NOT AVAILABLE,3034,4558301,OPEN,CRITICAL ACCESS,NOT AVAILABLE,NON-PROFIT,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
JAMESTOWN REGIONAL MEDICAL CENTER,NOT AVAILABLE,3035,4358401,OPEN,CRITICAL ACCESS,NOT AVAILABLE,NON-PROFIT,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SANFORD HILLSBORO MEDICAL CENTER - CAH,NOT AVAILABLE,3036,3858045,OPEN,CRITICAL ACCESS,NOT AVAILABLE,NON-PROFIT,-999,16,16,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
UNITY MEDICAL CENTER,NOT AVAILABLE,3037,2958237,OPEN,CRITICAL ACCESS,NOT AVAILABLE,NON-PROFIT,-999,14,14,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
HEART OF AMERICA MEDICAL CENTER,NOT AVAILABLE,3038,4158368,OPEN,CRITICAL ACCESS,NOT AVAILABLE,NON-PROFIT,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
TIOGA MEDICAL CENTER,NOT AVAILABLE,3039,1058852,OPEN,CRITICAL ACCESS,NOT AVAILABLE,NON-PROFIT,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
KENMARE COMMUNITY HOSPITAL,NOT AVAILABLE,3040,1558746,OPEN,CRITICAL ACCESS,NOT AVAILABLE,GOVERNMENT - LOCAL,-999,25,25,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
TRINITY HOSPITALS,NOT AVAILABLE,3041,5258701,OPEN,GENERAL ACUTE CARE,LEVEL II,NON-PROFIT,-999,251,251,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
VA CENTRAL IOWA HEALTHCARE SYSTEM,NOT AVAILABLE,3042,93650310,OPEN,MILITARY,NOT AVAILABLE,GOVERNMENT - FEDERAL,-999,51,51,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SANFORD MEDICAL CENTER FARGO,NOT AVAILABLE,3043,358122,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,380,380,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
CAVALIER COUNTY MEMORIAL HOSPITAL ASSOCIATION,NOT AVAILABLE,3044,3258249,OPEN,CRITICAL ACCESS,NOT AVAILABLE,NON-PROFIT,-999,20,20,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ROBLEY REX VA MEDICAL CENTER,NOT AVAILABLE,3045,173640206,OPEN,MILITARY,NOT AVAILABLE,GOVERNMENT - FEDERAL,-999,109,109,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
"MILLARD FAMILY HOSPITAL, LLC DBA MILLARD FAMILY HOSPITAL",NOT AVAILABLE,3046,185768137,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SELECT SPECIALTY HOSPITAL - ORLANDO SOUTH,NOT AVAILABLE,3047,34332809,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,64,64,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ADVENTHEALTH WINTER PARK MEMORIAL HOSPITAL,NOT AVAILABLE,3048,43632792,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,320,320,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SELECT SPECIALTY HOSPITAL - PALM BEACH,NOT AVAILABLE,3049,34433461,OPEN,LONG TERM CARE,NOT AVAILABLE,PROPRIETARY,-999,60,60,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
WELLINGTON REGIONAL MEDICAL CENTER,NOT AVAILABLE,3050,41933414,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,233,233,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ENCOMPASS HEALTH TREASURE COAST REHABILITATION,NOT AVAILABLE,3051,16732960,OPEN,REHABILITATION,NOT AVAILABLE,PROPRIETARY,-999,80,80,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
BAYFRONT HEALTH ST PETERSBURG,NOT AVAILABLE,3052,3133701,OPEN,GENERAL ACUTE CARE,LEVEL II,NON-PROFIT,-999,395,395,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
OHSU TRANSPLANT HOSPITAL,NOT AVAILABLE,3053,133097239,OPEN,SPECIAL,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
NORTHSIDE HOSPITAL,NOT AVAILABLE,3054,28633709,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,288,288,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
H LEE MOFFITT CANCER CTR & RESEARCH INST,NOT AVAILABLE,3055,15033612,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,206,206,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
KINDRED HOSPITAL-CENTRAL TAMPA,NOT AVAILABLE,3056,20233603,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,102,102,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SOUTH BAY HOSPITAL,NOT AVAILABLE,3057,36233573,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,138,138,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ST JOSEPH'S HOSPITAL BEHAVIORAL HEALTH CENTER,NOT AVAILABLE,3058,38733607,OPEN,PSYCHIATRIC,NOT AVAILABLE,NON-PROFIT,-999,780,780,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SPRING HILL,NOT AVAILABLE,3059,16334613,OPEN,REHABILITATION,NOT AVAILABLE,PROPRIETARY,-999,80,80,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
OAK HILL HOSPITAL,NOT AVAILABLE,3060,28934613,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,230,230,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
DOCTORS MEMORIAL HOSPITAL,NOT AVAILABLE,3061,8232348,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,48,48,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ENGLEWOOD COMMUNITY HOSPITAL,NOT AVAILABLE,3062,9434223,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,100,100,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SARASOTA,NOT AVAILABLE,3063,16234240,OPEN,REHABILITATION,NOT AVAILABLE,PROPRIETARY,-999,96,96,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
VENICE REGIONAL MEDICAL CENTER,NOT AVAILABLE,3064,41334285,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,312,312,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ADVENTHEALTH ALTAMONTE SPRINGS,NOT AVAILABLE,3065,10532701,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,393,393,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
LAWNWOOD REGIONAL MEDICAL CENTER & HEART,NOT AVAILABLE,3066,22134950,OPEN,GENERAL ACUTE CARE,LEVEL II,PROPRIETARY,-999,331,331,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
PORT ST LUCIE HOSPITAL,NOT AVAILABLE,3067,31934952,OPEN,PSYCHIATRIC,NOT AVAILABLE,PROPRIETARY,-999,75,75,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SELECT SPECIALITY HOSPITAL OF FLORIDA AT THE VILLAGES,NOT AVAILABLE,3068,32034484,OPEN,LONG TERM CARE,NOT AVAILABLE,PROPRIETARY,-999,40,40,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
"THE VILLAGES REGIONAL HOSPITAL, THE",NOT AVAILABLE,3069,41632159,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,299,299,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
FLAGLER HOSPITAL,NOT AVAILABLE,3070,9832086,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,335,335,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ADVENTHEALTH NEW SMYRNA,NOT AVAILABLE,3071,3232168,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999,112,112,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
REGIONAL GENERAL HOSPITAL WILLISTON,NOT AVAILABLE,3072,40532696,OPEN,LONG TERM CARE,NOT AVAILABLE,PROPRIETARY,-999,40,40,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ADVENTHEALTH ZEPHYRHILLS,NOT AVAILABLE,3073,13533541,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,149,149,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MEDICAL CENTER OF TRINITY,NOT AVAILABLE,3074,24634655,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,292,292,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MORTON PLANT NORTH BAY HOSPITAL RECOVERY CENTER,NOT AVAILABLE,3075,27233549,OPEN,PSYCHIATRIC,NOT AVAILABLE,NON-PROFIT,-999,72,72,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
NORTHEAST REHABILITATION HOSPITAL,NOT AVAILABLE,3076,203079,OPEN,REHABILITATION,NOT AVAILABLE,PROPRIETARY,-999,67,67,N,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
VIERA HOSPITAL,NOT AVAILABLE,3077,41532940,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,84,84,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SHANDS HOSPITAL,NOT AVAILABLE,3078,35032610,OPEN,GENERAL ACUTE CARE,LEVEL I,NON-PROFIT,-999,946,946,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
UH HEALTH SHANDS REHAB HOSPITAL,NOT AVAILABLE,3079,35832606,OPEN,REHABILITATION,NOT AVAILABLE,NON-PROFIT,-999,40,40,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
KINDRED HOSPITAL-NORTH FLORIDA,NOT AVAILABLE,3080,20332043,OPEN,LONG TERM CARE,NOT AVAILABLE,PROPRIETARY,-999,80,80,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MEMORIAL HOSPITAL PEMBROKE,NOT AVAILABLE,3081,25633024,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999,301,301,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
FLORIDA STATE HOSPITAL NORTH SHORE MEDICAL CENTER - FMC CAMPUS,NOT AVAILABLE,3082,28233313,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,459,459,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
BAYFRONT HEALTH SEVEN RIVERS,NOT AVAILABLE,3083,34834428,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,128,128,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
BAPTIST HOSPITAL OF MIAMI,NOT AVAILABLE,3084,1333176,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,672,672,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
DOUGLAS GARDENS HOSPITAL,NOT AVAILABLE,3085,8333137,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,32,32,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MIAMI,NOT AVAILABLE,3086,16133189,OPEN,REHABILITATION,NOT AVAILABLE,PROPRIETARY,-999,60,60,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
LIMA MEMORIAL HEALTH SYSTEM,NOT AVAILABLE,3087,745804,OPEN,GENERAL ACUTE CARE,LEVEL II,NON-PROFIT,-999,329,329,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
PALMETTO GENERAL HOSPITAL,NOT AVAILABLE,3088,30233016,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,368,368,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
WEST KENDALL BAPTIST HOSPITAL,NOT AVAILABLE,3089,42433196,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,133,133,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
THE CENTERS INC,NOT AVAILABLE,3090,5834474,OPEN,PSYCHIATRIC,NOT AVAILABLE,PROPRIETARY,-999,15,15,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
KINDRED HOSPITAL OCALA,NOT AVAILABLE,3091,27534471,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999,421,421,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
BLAKE MEDICAL CENTER,NOT AVAILABLE,3092,3434209,OPEN,GENERAL ACUTE CARE,LEVEL II,PROPRIETARY,-999,294,294,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
LAKEWOOD RANCH MEDICAL CENTER,NOT AVAILABLE,3093,21734202,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,120,120,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
NOLAND HOSPITAL ANNISTON,NOT AVAILABLE,3094,8136202,OPEN,LONG TERM CARE,LEVEL III,PROPRIETARY,-999,38,38,Y,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,NOT AVAILABLE,3095,91636202,OPEN,GENERAL ACUTE CARE,LEVEL III,NOT AVAILABLE,-999,323,323,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
CALLAHAN EYE HOSPITAL,NOT AVAILABLE,3096,635233,OPEN,GENERAL ACUTE CARE,LEVEL I,GOVERNMENT - DISTRICT/AUTHORITY,-999,106,106,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
PHOENIX CHILDREN'S HOSPITAL,NOT AVAILABLE,3097,6985016,OPEN,CHILDREN,LEVEL I,NON-PROFIT,-999,391,391,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MARSHALL MEDICAL CENTER SOUTH,NOT AVAILABLE,3098,9135957,OPEN,GENERAL ACUTE CARE,LEVEL III,GOVERNMENT - DISTRICT/AUTHORITY,-999,150,150,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
FLORENCE COMMUNITY HEALTHCARE,NOT AVAILABLE,3099,3385132,CLOSED,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,-999,-999,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
BIBB MEDICAL CENTER,NOT AVAILABLE,3100,2035042,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999,35,35,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
YUMA REGIONAL MEDICAL CENTER,NOT AVAILABLE,3101,10485364,OPEN,GENERAL ACUTE CARE,LEVEL IV,NON-PROFIT,-999,369,369,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
OREGON STATE HOSPITAL JUNCTION CITY,NOT AVAILABLE,3102,8197448,OPEN,PSYCHIATRIC,NOT AVAILABLE,GOVERNMENT - STATE,-999,-999,-999,N,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
SALEM HOSPITAL,NOT AVAILABLE,3103,4497301,OPEN,GENERAL ACUTE CARE,LEVEL II,NON-PROFIT,-999,381,381,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
FLORALA MEMORIAL HOSPITAL,NOT AVAILABLE,3104,1436442,CLOSED,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,23,23,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
LAKELAND COMMUNITY HOSPITAL,NOT AVAILABLE,3105,7035565,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,59,59,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
DOCTORS HOSPITAL OF NELSONVILLE,NOT AVAILABLE,3106,5045764,CLOSED,CRITICAL ACCESS,NOT AVAILABLE,NON-PROFIT,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
BELMONT COMMUNITY HOSPITAL,NOT AVAILABLE,3107,11543906,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,99,99,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
CAMDEN COUNTY HEALTH SERVICES CENTER,NOT AVAILABLE,3108,14108012,CLOSED,PSYCHIATRIC,NOT AVAILABLE,GOVERNMENT - LOCAL,-999,200,200,N,622210,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)"
NORTHBROOK BEHAVIORAL HEALTH HOSPITAL,CAMDEN COUNTY HEALTH SERVICES CENTER,3109,109808012,OPEN,PSYCHIATRIC,NOT AVAILABLE,PROPRIETARY,-999,158,158,N,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
UNIVERSITY POINTE SURGICAL HOSPITAL,NOT AVAILABLE,3110,15345069,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,8,8,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SOUTHWEST REGIONAL MEDICAL CENTER,NOT AVAILABLE,3111,10945121,CLOSED,GENERAL ACUTE CARE,NOT AVAILABLE,GOVERNMENT - LOCAL,-999,921,921,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MERCY HOSPITAL FAIRFIELD,NOT AVAILABLE,3112,8645014,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,209,209,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
CRENSHAW COMMUNITY HOSPITAL,NOT AVAILABLE,3113,3536049,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,65,65,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MOBILE INFIRMARY MEDICAL CENTER,NOT AVAILABLE,3114,13636652,OPEN,GENERAL ACUTE CARE,LEVEL III,NON-PROFIT,-999,677,677,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
UNIVERSITY OF SOUTH ALABAMA CHILDREN'S AND WOMEN'S HOSPITAL,NOT AVAILABLE,3115,90736604,OPEN,CHILDREN,LEVEL III,GOVERNMENT - STATE,-999,152,152,Y,622110,"CHILDREN'S HOSPITALS, GENERAL"
UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,NOT AVAILABLE,3116,9836617,OPEN,GENERAL ACUTE CARE,LEVEL I,GOVERNMENT - STATE,-999,406,406,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
CLINTON MEMORIAL HOSPITAL,NOT AVAILABLE,3117,13245177,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,165,165,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
BAPTIST MEDICAL CENTER SOUTH,NOT AVAILABLE,3118,1736111,OPEN,GENERAL ACUTE CARE,LEVEL II,GOVERNMENT - DISTRICT/AUTHORITY,-999,454,454,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
JACK HUGHSTON MEMORIAL HOSPITAL,NOT AVAILABLE,3119,6536867,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,70,70,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MEMORIAL MEDICAL CENTER,NOT AVAILABLE,3120,43677979,OPEN,CRITICAL ACCESS,LEVEL IV,GOVERNMENT - DISTRICT/AUTHORITY,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
HELEN M SIMPSON REHABILITATION HOSPITAL,NOT AVAILABLE,3121,28017109,OPEN,REHABILITATION,NOT AVAILABLE,PROPRIETARY,-999,55,55,N,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
CLEVELAND CLINIC CHILDREN'S HOSPITAL FOR REHAB,NOT AVAILABLE,3122,122244104,OPEN,CHILDREN,NOT AVAILABLE,NON-PROFIT,-999,52,52,N,622310,"CHILDREN'S HOSPITALS, SPECIALTY (EXCEPT PSYCHIATRIC, SUBSTANCE ABUSE)"
REGENCY HOSPITAL OF CLEVELAND EAST,NOT AVAILABLE,3123,124844128,OPEN,LONG TERM CARE,NOT AVAILABLE,PROPRIETARY,-999,44,44,N,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
ST JOHN MEDICAL CENTER,NOT AVAILABLE,3124,8244145,OPEN,GENERAL ACUTE CARE,LEVEL III,NON-PROFIT,-999,204,204,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
UNIVERSITY HOSPITALS REHABILITATION HOSPITAL,NOT AVAILABLE,3125,129444122,OPEN,REHABILITATION,NOT AVAILABLE,PROPRIETARY,-999,50,50,N,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
